datetime,open,close,high,low,volume
2025-10-02 00:00:00-04:00,25070.25,25062.0,25074.75,25051.5,3130
2025-10-02 00:30:00-04:00,25062.25,25067.25,25070.75,25056.5,2829
2025-10-02 01:00:00-04:00,25066.75,25067.0,25076.5,25061.25,4107
2025-10-02 01:30:00-04:00,25067.25,25069.0,25075.0,25064.5,2812
2025-10-02 02:00:00-04:00,25069.0,25062.75,25076.5,25056.5,5759
2025-10-02 02:30:00-04:00,25063.0,25062.75,25073.75,25055.25,5905
2025-10-02 03:00:00-04:00,25062.25,25072.25,25087.0,25053.75,13990
2025-10-02 03:30:00-04:00,25071.75,25077.25,25087.75,25063.25,8521
2025-10-02 04:00:00-04:00,25076.75,25110.0,25111.5,25073.5,15602
2025-10-02 04:30:00-04:00,25110.0,25113.75,25114.25,25100.25,7029
2025-10-02 05:00:00-04:00,25113.5,25094.5,25116.25,25094.25,9028
2025-10-02 05:30:00-04:00,25094.5,25095.75,25098.75,25075.75,10883
2025-10-02 06:00:00-04:00,25095.0,25107.25,25124.0,25093.25,11835
2025-10-02 06:30:00-04:00,25107.5,25111.0,25118.5,25104.5,5324
2025-10-02 07:00:00-04:00,25111.25,25134.75,25135.75,25107.5,10133
2025-10-02 07:30:00-04:00,25134.5,25148.75,25151.25,25130.25,11901
2025-10-02 08:00:00-04:00,25149.25,25156.0,25164.0,25143.25,12320
2025-10-02 08:30:00-04:00,25155.75,25162.0,25164.0,25148.75,9986
2025-10-02 09:00:00-04:00,25162.0,25165.0,25180.0,25161.0,25580
2025-10-02 09:30:00-04:00,25165.0,25063.25,25169.0,25014.25,213771
2025-10-02 10:00:00-04:00,25063.5,25076.0,25091.75,25039.5,142505
2025-10-02 10:30:00-04:00,25076.5,25022.0,25090.75,25018.75,114629
2025-10-02 11:00:00-04:00,25021.0,25041.75,25053.5,24993.75,105168
2025-10-02 11:30:00-04:00,25041.5,25077.75,25082.25,25000.5,86957
2025-10-02 12:00:00-04:00,25077.5,25061.0,25077.5,25041.75,58435
2025-10-02 12:30:00-04:00,25061.0,25077.25,25080.25,25033.25,42874
2025-10-02 13:00:00-04:00,25077.5,25087.5,25097.0,25059.25,39009
2025-10-02 13:30:00-04:00,25087.5,25085.75,25107.5,25080.0,44127
2025-10-02 14:00:00-04:00,25085.75,25107.0,25115.25,25076.25,38061
2025-10-02 14:30:00-04:00,25106.75,25111.75,25117.0,25096.5,25277
2025-10-02 15:00:00-04:00,25111.75,25121.25,25125.0,25109.0,26308
2025-10-02 15:30:00-04:00,25121.25,25108.25,25126.75,25091.5,61219
2025-10-02 16:00:00-04:00,25109.25,25113.5,25125.75,25108.5,17283
2025-10-02 16:30:00-04:00,25113.75,25105.5,25115.75,25099.5,7111
2025-10-02 18:00:00-04:00,25105.0,25090.0,25107.5,25089.25,2882
2025-10-02 18:30:00-04:00,25090.25,25104.0,25105.25,25073.0,8039
2025-10-02 19:00:00-04:00,25103.75,25117.0,25117.75,25096.75,5139
2025-10-02 19:30:00-04:00,25117.0,25124.25,25125.0,25114.25,4055
2025-10-02 20:00:00-04:00,25124.25,25133.5,25137.25,25115.75,7245
2025-10-02 20:30:00-04:00,25133.0,25146.25,25157.0,25131.0,8364
2025-10-02 21:00:00-04:00,25146.75,25142.75,25149.0,25137.5,6283
2025-10-02 21:30:00-04:00,25142.75,25160.75,25161.75,25140.5,5754
2025-10-02 22:00:00-04:00,25161.0,25156.75,25161.75,25146.0,5222
2025-10-02 22:30:00-04:00,25156.75,25157.75,25164.25,25152.75,3934
2025-10-02 23:00:00-04:00,25158.0,25156.75,25162.75,25155.75,2107
2025-10-02 23:30:00-04:00,25156.75,25171.5,25174.75,25155.25,4409
2025-10-03 00:00:00-04:00,25174.75,25168.5,25175.0,25166.5,3392
2025-10-03 00:30:00-04:00,25168.0,25174.25,25175.75,25167.5,2024
2025-10-03 01:00:00-04:00,25173.5,25186.75,25187.5,25173.0,5300
2025-10-03 01:30:00-04:00,25186.75,25171.0,25192.25,25171.0,5215
2025-10-03 02:00:00-04:00,25171.0,25180.75,25182.5,25155.75,8452
2025-10-03 02:30:00-04:00,25180.5,25183.5,25191.75,25175.5,6215
2025-10-03 03:00:00-04:00,25183.5,25178.0,25194.0,25174.75,7419
2025-10-03 03:30:00-04:00,25177.75,25181.75,25186.75,25172.25,5755
2025-10-03 04:00:00-04:00,25181.5,25180.0,25186.0,25173.75,6676
2025-10-03 04:30:00-04:00,25179.5,25182.5,25183.5,25173.0,3434
2025-10-03 05:00:00-04:00,25183.0,25176.25,25186.25,25171.5,4378
2025-10-03 05:30:00-04:00,25176.0,25192.5,25193.0,25174.5,4457
2025-10-03 06:00:00-04:00,25192.5,25178.0,25197.0,25177.5,6414
2025-10-03 06:30:00-04:00,25177.75,25162.5,25181.25,25157.5,7995
2025-10-03 07:00:00-04:00,25162.25,25144.5,25171.0,25140.0,11596
2025-10-03 07:30:00-04:00,25145.0,25137.0,25164.0,25128.75,21277
2025-10-03 08:00:00-04:00,25137.25,25137.0,25148.0,25127.5,11803
2025-10-03 08:30:00-04:00,25137.25,25119.75,25146.75,25103.25,23992
2025-10-03 09:00:00-04:00,25120.0,25132.75,25137.5,25115.25,21182
2025-10-03 09:30:00-04:00,25133.0,25106.75,25171.0,25100.0,150509
2025-10-03 10:00:00-04:00,25106.25,25090.75,25110.25,25051.0,146320
2025-10-03 10:30:00-04:00,25090.0,25116.5,25128.5,25078.5,89406
2025-10-03 11:00:00-04:00,25116.5,25134.0,25143.0,25099.75,70397
2025-10-03 11:30:00-04:00,25133.5,25145.25,25152.0,25103.75,56942
2025-10-03 12:00:00-04:00,25144.75,25142.25,25156.0,25128.0,36685
2025-10-03 12:30:00-04:00,25142.25,25118.0,25144.75,25108.25,38477
2025-10-03 13:00:00-04:00,25118.0,25026.0,25118.0,25022.25,135364
2025-10-03 13:30:00-04:00,25026.5,24974.0,25059.5,24923.0,139582
2025-10-03 14:00:00-04:00,24973.75,25037.75,25044.75,24926.0,101671
2025-10-03 14:30:00-04:00,25037.75,25009.0,25041.5,24978.75,63799
2025-10-03 15:00:00-04:00,25008.75,25004.25,25030.0,24994.0,44181
2025-10-03 15:30:00-04:00,25004.0,24996.25,25026.0,24979.5,56116
2025-10-03 16:00:00-04:00,24996.5,24982.5,25006.75,24973.25,19852
2025-10-03 16:30:00-04:00,24982.25,24981.5,24987.0,24977.0,6342
2025-10-06 00:00:00-04:00,25083.75,25098.25,25098.5,25081.75,3599
2025-10-06 00:30:00-04:00,25098.25,25101.0,25109.25,25098.0,4891
2025-10-06 01:00:00-04:00,25101.5,25085.0,25102.75,25084.75,4812
2025-10-06 01:30:00-04:00,25085.25,25088.0,25092.5,25080.25,3890
2025-10-06 02:00:00-04:00,25088.75,25090.25,25096.5,25081.25,6038
2025-10-06 02:30:00-04:00,25090.0,25101.25,25107.5,25088.75,5189
2025-10-06 03:00:00-04:00,25101.0,25085.5,25105.25,25080.0,8860
2025-10-06 03:30:00-04:00,25086.0,25081.0,25093.0,25045.0,19791
2025-10-06 04:00:00-04:00,25081.25,25101.5,25115.5,25078.25,14167
2025-10-06 04:30:00-04:00,25100.75,25106.75,25110.0,25093.75,6643
2025-10-06 05:00:00-04:00,25107.25,25126.75,25127.0,25104.0,8020
2025-10-06 05:30:00-04:00,25126.5,25134.25,25139.75,25120.75,6474
