datetime,open,high,low,close,volume,spread,real_volume
2025-09-30 06:40:00+00:00,24626.15,24632.05,24625.65,24628.45,341,130,0
2025-09-30 06:45:00+00:00,24628.55,24628.55,24620.95,24622.15,261,130,0
2025-09-30 06:50:00+00:00,24622.35,24623.05,24617.25,24618.05,298,130,0
2025-09-30 06:55:00+00:00,24618.25,24620.85,24617.25,24618.05,284,130,0
2025-09-30 07:00:00+00:00,24618.35,24619.85,24613.55,24617.15,329,130,0
2025-09-30 07:05:00+00:00,24617.25,24620.35,24615.05,24617.35,235,130,0
2025-09-30 07:10:00+00:00,24617.25,24619.35,24615.55,24617.15,156,130,0
2025-09-30 07:15:00+00:00,24617.05,24618.35,24615.15,24615.75,169,130,0
2025-09-30 07:20:00+00:00,24615.65,24617.25,24614.55,24616.75,173,130,0
2025-09-30 07:25:00+00:00,24616.85,24617.65,24601.25,24605.25,366,130,0
2025-09-30 07:30:00+00:00,24605.05,24609.35,24599.95,24602.05,375,140,0
2025-09-30 07:35:00+00:00,24602.35,24604.15,24599.85,24601.15,282,130,0
2025-09-30 07:40:00+00:00,24601.35,24606.05,24599.15,24605.15,264,130,0
2025-09-30 07:45:00+00:00,24605.35,24606.75,24603.75,24604.15,249,130,0
2025-09-30 07:50:00+00:00,24604.35,24605.85,24600.85,24602.55,247,130,0
2025-09-30 07:55:00+00:00,24602.85,24603.85,24598.35,24598.85,239,130,0
2025-09-30 08:00:00+00:00,24598.65,24604.05,24592.25,24599.25,443,130,0
2025-09-30 08:05:00+00:00,24599.45,24600.85,24592.55,24600.55,347,130,0
2025-09-30 08:10:00+00:00,24600.85,24602.05,24595.35,24599.85,235,130,0
2025-09-30 08:15:00+00:00,24600.15,24604.75,24599.95,24602.95,288,130,0
2025-09-30 08:20:00+00:00,24603.05,24612.75,24603.05,24612.75,367,130,0
2025-09-30 08:25:00+00:00,24612.85,24614.25,24609.85,24610.65,360,130,0
2025-09-30 08:30:00+00:00,24610.85,24615.25,24606.85,24609.85,353,130,0
2025-09-30 08:35:00+00:00,24609.55,24612.85,24608.35,24610.15,286,130,0
2025-09-30 08:40:00+00:00,24610.35,24612.25,24600.55,24602.55,293,130,0
2025-09-30 08:45:00+00:00,24602.85,24614.85,24602.85,24613.25,310,140,0
2025-09-30 08:50:00+00:00,24613.35,24615.75,24610.15,24612.55,282,130,0
2025-09-30 08:55:00+00:00,24612.35,24615.75,24611.15,24611.75,311,130,0
2025-09-30 09:00:00+00:00,24612.25,24615.75,24605.35,24608.75,485,130,0
2025-09-30 09:05:00+00:00,24608.45,24617.65,24605.15,24614.95,548,150,0
2025-09-30 09:10:00+00:00,24615.65,24622.45,24615.25,24622.45,375,140,0
2025-09-30 09:15:00+00:00,24622.35,24625.75,24621.85,24622.05,334,130,0
2025-09-30 09:20:00+00:00,24621.85,24626.85,24618.35,24623.85,338,130,0
2025-09-30 09:25:00+00:00,24623.95,24627.25,24620.95,24622.85,341,130,0
2025-09-30 09:30:00+00:00,24622.95,24631.15,24620.65,24622.55,396,140,0
2025-09-30 09:35:00+00:00,24622.65,24627.25,24616.15,24617.75,333,140,0
2025-09-30 09:40:00+00:00,24618.25,24619.05,24609.75,24614.65,391,150,0
2025-09-30 09:45:00+00:00,24614.75,24614.95,24604.65,24606.55,401,140,0
2025-09-30 09:50:00+00:00,24606.95,24607.05,24595.95,24597.55,395,140,0
2025-09-30 09:55:00+00:00,24597.75,24599.75,24585.15,24587.35,589,150,0
2025-09-30 10:00:00+00:00,24587.85,24593.35,24578.55,24582.65,859,170,0
2025-09-30 10:05:00+00:00,24582.95,24582.95,24567.45,24576.45,759,160,0
2025-09-30 10:10:00+00:00,24576.15,24579.15,24566.45,24569.45,727,160,0
2025-09-30 10:15:00+00:00,24569.15,24577.85,24560.55,24569.65,727,170,0
2025-09-30 10:20:00+00:00,24569.15,24578.95,24566.95,24577.25,598,150,0
2025-09-30 10:25:00+00:00,24576.95,24585.15,24575.75,24579.75,568,160,0
2025-09-30 10:30:00+00:00,24579.45,24582.95,24551.35,24556.35,721,160,0
2025-09-30 10:35:00+00:00,24556.85,24567.55,24551.35,24564.35,835,180,0
2025-09-30 10:40:00+00:00,24563.35,24565.35,24530.35,24541.25,1105,180,0
2025-09-30 10:45:00+00:00,24541.35,24550.05,24536.65,24537.85,904,170,0
2025-09-30 10:50:00+00:00,24538.25,24562.25,24538.15,24558.45,771,170,0
2025-09-30 10:55:00+00:00,24558.35,24567.35,24555.35,24565.85,675,170,0
2025-09-30 11:00:00+00:00,24560.05,24566.05,24542.35,24548.25,1080,170,0
2025-09-30 11:05:00+00:00,24548.45,24557.25,24538.05,24553.85,1045,190,0
2025-09-30 11:10:00+00:00,24553.05,24565.35,24550.55,24555.15,927,180,0
2025-09-30 11:15:00+00:00,24554.85,24569.35,24554.85,24561.65,788,170,0
2025-09-30 11:20:00+00:00,24561.95,24570.15,24558.25,24559.75,662,160,0
2025-09-30 11:25:00+00:00,24560.25,24572.85,24560.25,24563.75,602,160,0
2025-09-30 11:30:00+00:00,24563.65,24577.15,24560.95,24576.25,588,160,0
2025-09-30 11:35:00+00:00,24576.45,24576.75,24569.25,24572.45,533,150,0
2025-09-30 11:40:00+00:00,24572.75,24576.65,24568.95,24571.25,551,160,0
2025-09-30 11:45:00+00:00,24571.35,24586.75,24568.95,24584.05,552,150,0
2025-09-30 11:50:00+00:00,24583.75,24587.15,24576.45,24580.95,519,150,0
2025-09-30 11:55:00+00:00,24581.25,24581.25,24573.75,24576.55,527,150,0
2025-09-30 12:00:00+00:00,24575.75,24579.65,24564.55,24569.15,638,150,0
2025-09-30 12:05:00+00:00,24569.45,24581.55,24568.85,24571.15,574,160,0
2025-09-30 12:10:00+00:00,24571.35,24575.25,24565.65,24566.05,519,150,0
2025-09-30 12:15:00+00:00,24566.15,24572.65,24562.55,24572.45,543,150,0
2025-09-30 12:20:00+00:00,24572.35,24576.75,24567.15,24572.95,449,160,0
2025-09-30 12:25:00+00:00,24573.15,24581.25,24571.95,24579.75,435,150,0
2025-09-30 12:30:00+00:00,24580.05,24595.35,24580.05,24592.65,555,150,0
2025-09-30 12:35:00+00:00,24592.45,24593.15,24575.45,24578.25,454,150,0
2025-09-30 12:40:00+00:00,24578.75,24582.05,24570.15,24575.85,525,150,0
2025-09-30 12:45:00+00:00,24575.95,24576.05,24565.45,24566.55,464,140,0
2025-09-30 12:50:00+00:00,24566.05,24572.75,24562.15,24568.55,541,140,0
2025-09-30 12:55:00+00:00,24568.75,24574.25,24568.45,24570.25,385,140,0
2025-09-30 13:00:00+00:00,24569.85,24580.65,24568.85,24579.95,417,140,0
2025-09-30 13:05:00+00:00,24580.25,24587.25,24578.75,24584.05,343,150,0
2025-09-30 13:10:00+00:00,24584.25,24584.75,24565.05,24567.25,417,150,0
2025-09-30 13:15:00+00:00,24567.45,24571.45,24555.35,24570.25,552,150,0
2025-09-30 13:20:00+00:00,24569.95,24572.45,24559.75,24566.95,543,160,0
