datetime,open,high,low,close,volume,spread,real_volume
2025-03-03 17:15:00+03:00,20785.0,20913.5,20761.3,20913.4,4821,140,0
2025-03-03 17:30:00+03:00,20914.3,20943.4,20827.5,20936.0,4803,140,0
2025-03-03 17:45:00+03:00,20935.3,20935.3,20804.3,20812.0,4712,140,0
2025-03-03 18:00:00+03:00,20812.8,20880.8,20812.8,20868.3,4678,140,0
2025-03-03 18:15:00+03:00,20871.6,20939.1,20840.1,20841.0,4612,140,0
2025-03-03 18:30:00+03:00,20842.3,20857.8,20786.3,20797.0,4527,140,0
2025-03-03 18:45:00+03:00,20796.3,20897.3,20793.4,20875.9,4382,140,0
2025-03-03 19:00:00+03:00,20875.8,20892.6,20855.8,20887.0,4263,140,0
2025-03-03 19:15:00+03:00,20886.3,20908.3,20867.1,20896.9,4197,140,0
2025-03-03 19:30:00+03:00,20896.8,20918.8,20861.4,20891.8,4310,140,0
2025-03-03 19:45:00+03:00,20892.0,20893.1,20776.6,20804.5,4451,140,0
2025-03-03 20:00:00+03:00,20804.6,20810.8,20660.0,20672.8,4621,140,0
2025-03-03 20:15:00+03:00,20673.3,20725.4,20630.0,20639.4,4486,140,0
2025-03-03 20:30:00+03:00,20639.4,20667.3,20608.5,20646.8,4653,140,0
2025-03-03 20:45:00+03:00,20646.3,20723.3,20626.6,20703.0,4632,140,0
2025-03-03 21:00:00+03:00,20697.0,20746.5,20694.5,20705.5,4368,140,0
2025-03-03 21:15:00+03:00,20705.4,20712.4,20657.0,20669.0,4341,140,0
2025-03-03 21:30:00+03:00,20669.5,20772.5,20666.4,20754.3,4377,140,0
2025-03-03 21:45:00+03:00,20753.8,20753.8,20554.5,20556.9,4689,140,0
2025-03-03 22:00:00+03:00,20557.9,20559.8,20381.8,20416.1,4947,140,0
2025-03-03 22:15:00+03:00,20415.4,20456.0,20315.9,20336.0,4917,140,0
2025-03-03 22:30:00+03:00,20335.5,20390.3,20272.3,20296.9,4827,140,0
2025-03-03 22:45:00+03:00,20297.3,20431.6,20294.4,20426.6,4905,140,0
2025-03-03 23:00:00+03:00,20427.3,20468.0,20419.6,20457.6,3979,140,0
2025-03-03 23:15:00+03:00,20457.7,20488.0,20457.4,20483.4,2562,170,0
2025-03-03 23:30:00+03:00,20483.5,20490.6,20468.4,20482.8,1829,160,0
2025-03-03 23:45:00+03:00,20482.7,20486.9,20475.9,20479.1,469,160,0
2025-03-04 01:00:00+03:00,20455.5,20476.8,20454.0,20465.2,733,150,0
2025-03-04 01:15:00+03:00,20465.5,20509.1,20465.5,20500.2,1329,150,0
