datetime,open,high,low,close,volume,spread,real_volume
2025-09-26 08:45:00+00:00,24379.05,24383.95,24379.05,24380.55,384,150,0
2025-09-26 08:50:00+00:00,24380.65,24385.25,24371.55,24384.65,526,160,0
2025-09-26 08:55:00+00:00,24384.75,24387.85,24383.55,24385.85,495,150,0
2025-09-26 09:00:00+00:00,24386.35,24397.05,24381.35,24394.35,619,150,0
2025-09-26 09:05:00+00:00,24394.25,24412.15,24394.25,24411.65,723,170,0
2025-09-26 09:10:00+00:00,24412.05,24428.25,24408.75,24428.25,699,180,0
2025-09-26 09:15:00+00:00,24428.75,24434.35,24425.35,24432.75,791,190,0
2025-09-26 09:20:00+00:00,24432.85,24441.25,24430.65,24434.15,735,180,0
2025-09-26 09:25:00+00:00,24433.65,24440.05,24431.25,24434.75,665,180,0
2025-09-26 09:30:00+00:00,24433.45,24434.95,24423.15,24426.15,748,180,0
2025-09-26 09:35:00+00:00,24425.95,24426.15,24414.75,24419.95,518,170,0
2025-09-26 09:40:00+00:00,24420.05,24425.25,24417.15,24421.25,441,170,0
2025-09-26 09:45:00+00:00,24421.45,24423.15,24417.95,24423.05,374,160,0
2025-09-26 09:50:00+00:00,24422.75,24427.25,24411.75,24416.25,436,160,0
2025-09-26 09:55:00+00:00,24416.45,24424.15,24410.55,24419.45,436,180,0
2025-09-26 10:00:00+00:00,24419.15,24423.65,24408.15,24417.85,963,180,0
2025-09-26 10:05:00+00:00,24417.95,24432.15,24413.85,24426.75,865,190,0
2025-09-26 10:10:00+00:00,24426.45,24429.35,24418.05,24427.35,725,180,0
2025-09-26 10:15:00+00:00,24427.15,24427.15,24404.15,24404.85,787,190,0
2025-09-26 10:20:00+00:00,24404.75,24416.55,24399.55,24416.55,642,180,0
2025-09-26 10:25:00+00:00,24416.65,24440.55,24416.55,24439.65,759,180,0
2025-09-26 10:30:00+00:00,24439.85,24441.15,24426.85,24433.75,703,180,0
2025-09-26 10:35:00+00:00,24433.85,24433.85,24420.75,24425.45,582,180,0
2025-09-26 10:40:00+00:00,24425.25,24432.05,24418.45,24427.85,591,170,0
2025-09-26 10:45:00+00:00,24427.75,24434.55,24426.95,24428.45,557,170,0
2025-09-26 10:50:00+00:00,24428.75,24430.05,24418.15,24418.95,512,170,0
2025-09-26 10:55:00+00:00,24418.65,24418.65,24404.25,24416.45,574,170,0
2025-09-26 11:00:00+00:00,24416.55,24421.85,24408.85,24419.65,777,180,0
2025-09-26 11:05:00+00:00,24419.55,24423.95,24413.25,24422.15,633,180,0
2025-09-26 11:10:00+00:00,24421.95,24425.95,24416.75,24422.55,554,170,0
2025-09-26 11:15:00+00:00,24423.05,24429.45,24419.05,24422.15,566,170,0
2025-09-26 11:20:00+00:00,24422.05,24424.25,24413.55,24414.65,554,170,0
2025-09-26 11:25:00+00:00,24414.25,24416.65,24400.15,24407.25,621,170,0
2025-09-26 11:30:00+00:00,24407.75,24411.15,24403.75,24407.45,512,180,0
2025-09-26 11:35:00+00:00,24407.55,24408.15,24398.05,24401.45,586,170,0
2025-09-26 11:40:00+00:00,24401.65,24406.75,24389.45,24391.15,621,180,0
2025-09-26 11:45:00+00:00,24391.45,24393.25,24362.35,24362.35,865,180,0
2025-09-26 11:50:00+00:00,24362.05,24370.25,24358.55,24368.75,686,190,0
2025-09-26 11:55:00+00:00,24368.65,24371.75,24354.95,24355.35,678,190,0
2025-09-26 12:00:00+00:00,24355.75,24356.85,24340.05,24341.85,852,190,0
2025-09-26 12:05:00+00:00,24342.05,24367.05,24341.35,24362.85,851,200,0
2025-09-26 12:10:00+00:00,24362.55,24383.85,24358.95,24383.25,760,190,0
2025-09-26 12:15:00+00:00,24383.35,24385.25,24371.25,24376.65,711,190,0
2025-09-26 12:20:00+00:00,24374.85,24381.45,24361.45,24364.65,603,180,0
2025-09-26 12:25:00+00:00,24364.45,24366.25,24359.15,24361.45,601,180,0
2025-09-26 12:30:00+00:00,24360.95,24374.75,24360.95,24372.35,585,180,0
2025-09-26 12:35:00+00:00,24372.45,24375.25,24368.15,24372.55,426,170,0
2025-09-26 12:40:00+00:00,24369.45,24373.95,24364.15,24373.95,439,180,0
2025-09-26 12:45:00+00:00,24374.15,24382.25,24371.65,24381.35,540,170,0
2025-09-26 12:50:00+00:00,24381.55,24389.75,24381.45,24386.75,586,170,0
2025-09-26 12:55:00+00:00,24386.45,24389.65,24383.85,24386.25,491,160,0
2025-09-26 13:00:00+00:00,24387.05,24397.55,24376.85,24377.35,653,160,0
2025-09-26 13:05:00+00:00,24377.45,24381.85,24361.15,24362.65,627,180,0
2025-09-26 13:10:00+00:00,24362.75,24375.95,24359.95,24372.65,537,180,0
2025-09-26 13:15:00+00:00,24372.45,24376.55,24369.35,24372.45,438,170,0
2025-09-26 13:20:00+00:00,24373.25,24375.25,24365.95,24366.65,478,170,0
2025-09-26 13:25:00+00:00,24366.55,24375.75,24361.75,24363.65,509,170,0
2025-09-26 13:30:00+00:00,24363.55,24367.75,24357.35,24362.65,535,170,0
2025-09-26 13:35:00+00:00,24362.55,24365.75,24357.05,24359.75,441,170,0
2025-09-26 13:40:00+00:00,24359.25,24361.25,24354.25,24358.35,442,160,0
2025-09-26 13:45:00+00:00,24358.25,24365.55,24355.95,24359.35,439,170,0
2025-09-26 13:50:00+00:00,24359.45,24365.75,24355.85,24364.25,460,170,0
2025-09-26 13:55:00+00:00,24364.35,24370.25,24363.55,24369.05,429,160,0
2025-09-26 14:00:00+00:00,24369.15,24380.05,24368.25,24373.15,692,160,0
2025-09-26 14:05:00+00:00,24373.45,24383.75,24369.15,24382.35,584,170,0
2025-09-26 14:10:00+00:00,24382.45,24398.05,24382.35,24391.05,605,170,0
2025-09-26 14:15:00+00:00,24391.25,24391.95,24369.25,24374.65,738,170,0
2025-09-26 14:20:00+00:00,24374.55,24379.15,24364.95,24365.45,693,180,0
2025-09-26 14:25:00+00:00,24365.65,24377.95,24360.55,24376.45,669,170,0
2025-09-26 14:30:00+00:00,24376.35,24389.25,24370.65,24388.45,676,170,0
2025-09-26 14:35:00+00:00,24388.95,24397.05,24385.35,24395.25,609,170,0
2025-09-26 14:40:00+00:00,24395.45,24406.05,24393.65,24399.05,660,180,0
2025-09-26 14:45:00+00:00,24398.95,24409.05,24396.05,24409.05,607,180,0
2025-09-26 14:50:00+00:00,24408.75,24423.85,24407.15,24423.75,715,170,0
2025-09-26 14:55:00+00:00,24423.45,24423.75,24409.05,24409.35,641,170,0
2025-09-26 15:00:00+00:00,24407.55,24408.75,24398.25,24402.15,691,170,0
2025-09-26 15:05:00+00:00,24402.05,24415.75,24401.55,24413.95,782,180,0
2025-09-26 15:10:00+00:00,24414.05,24414.65,24405.05,24407.45,615,180,0
2025-09-26 15:15:00+00:00,24407.15,24416.85,24407.05,24415.95,634,170,0
2025-09-26 15:20:00+00:00,24415.55,24416.75,24406.45,24415.75,673,180,0
2025-09-26 15:25:00+00:00,24415.95,24422.03,24407.55,24415.72,768,170,0
2025-09-26 15:30:00+00:00,24415.57,24476.35,24411.62,24475.25,1388,210,0
2025-09-26 15:35:00+00:00,24475.05,24516.85,24473.25,24505.75,1366,210,0
2025-09-26 15:40:00+00:00,24506.25,24510.65,24489.55,24497.15,1270,210,0
2025-09-26 15:45:00+00:00,24495.25,24496.25,24470.65,24479.35,1258,210,0
2025-09-26 15:50:00+00:00,24479.75,24484.55,24451.25,24454.55,1147,210,0
2025-09-26 15:55:00+00:00,24453.65,24475.05,24452.25,24464.45,1085,200,0
2025-09-26 16:00:00+00:00,24464.35,24466.95,24439.35,24440.05,1231,200,0
2025-09-26 16:05:00+00:00,24440.65,24447.95,24437.45,24438.15,1075,200,0
2025-09-26 16:10:00+00:00,24438.85,24455.15,24431.65,24453.95,955,190,0
2025-09-26 16:15:00+00:00,24452.75,24456.85,24443.75,24448.05,970,190,0
2025-09-26 16:20:00+00:00,24447.95,24455.95,24438.95,24442.95,998,200,0
2025-09-26 16:25:00+00:00,24441.15,24446.15,24422.15,24423.85,1192,200,0
2025-09-26 16:30:00+00:00,24423.65,24470.45,24367.55,24463.75,1638,80,0
2025-09-26 16:35:00+00:00,24463.55,24475.55,24444.25,24464.05,1598,120,0
2025-09-26 16:40:00+00:00,24463.85,24482.35,24432.05,24441.55,1612,120,0
2025-09-26 16:45:00+00:00,24441.85,24481.35,24414.95,24468.95,1564,120,0
2025-09-26 16:50:00+00:00,24469.45,24485.05,24446.35,24460.25,1524,120,0
2025-09-26 16:55:00+00:00,24460.55,24479.35,24445.85,24475.55,1454,120,0
2025-09-26 17:00:00+00:00,24472.35,24503.55,24443.05,24445.05,1546,120,0
2025-09-26 17:05:00+00:00,24446.75,24449.35,24377.45,24390.95,1562,120,0
2025-09-26 17:10:00+00:00,24393.55,24406.35,24359.85,24375.75,1600,120,0
2025-09-26 17:15:00+00:00,24375.85,24383.95,24353.55,24378.05,1557,120,0
2025-09-26 17:20:00+00:00,24377.85,24380.95,24336.25,24340.85,1532,120,0
2025-09-26 17:25:00+00:00,24341.35,24343.75,24290.95,24338.85,1570,120,0
2025-09-26 17:30:00+00:00,24337.45,24339.85,24309.85,24317.35,1473,120,0
2025-09-26 17:35:00+00:00,24317.05,24382.35,24310.45,24380.25,1477,120,0
2025-09-26 17:40:00+00:00,24379.75,24412.35,24374.85,24397.45,1445,120,0
2025-09-26 17:45:00+00:00,24397.05,24406.55,24335.25,24335.25,1476,120,0
2025-09-26 17:50:00+00:00,24334.95,24364.75,24320.55,24355.85,1513,120,0
2025-09-26 17:55:00+00:00,24354.85,24374.45,24330.35,24337.25,1470,120,0
2025-09-26 18:00:00+00:00,24338.05,24369.85,24330.85,24352.45,1490,120,0
2025-09-26 18:05:00+00:00,24352.85,24365.45,24338.85,24350.05,1436,120,0
2025-09-26 18:10:00+00:00,24350.35,24357.85,24328.15,24328.65,1457,120,0
2025-09-26 18:15:00+00:00,24329.05,24381.15,24321.95,24378.65,1393,120,0
2025-09-26 18:20:00+00:00,24379.05,24383.15,24347.35,24360.95,1412,120,0
2025-09-26 18:25:00+00:00,24361.15,24408.75,24360.65,24407.55,1325,100,0
2025-09-26 18:30:00+00:00,24407.25,24411.75,24382.45,24395.95,1280,80,0
2025-09-26 18:35:00+00:00,24396.35,24401.45,24362.85,24370.65,1384,120,0
2025-09-26 18:40:00+00:00,24371.05,24394.65,24364.35,24382.15,1470,120,0
2025-09-26 18:45:00+00:00,24382.45,24391.45,24368.15,24390.45,1445,120,0
2025-09-26 18:50:00+00:00,24390.05,24390.65,24363.55,24374.85,1422,120,0
2025-09-26 18:55:00+00:00,24376.05,24381.65,24350.95,24355.95,1404,120,0
2025-09-26 19:00:00+00:00,24356.15,24366.15,24343.95,24360.85,1479,120,0
2025-09-26 19:05:00+00:00,24361.15,24375.85,24354.55,24361.35,1456,120,0
2025-09-26 19:10:00+00:00,24360.95,24378.65,24353.95,24374.95,1392,120,0
2025-09-26 19:15:00+00:00,24374.65,24398.45,24371.15,24397.65,1303,80,0
2025-09-26 19:20:00+00:00,24397.85,24446.95,24396.95,24444.95,1329,80,0
2025-09-26 19:25:00+00:00,24445.05,24455.95,24421.45,24437.05,1389,120,0
2025-09-26 19:30:00+00:00,24436.65,24444.95,24417.85,24429.85,1370,120,0
2025-09-26 19:35:00+00:00,24430.95,24445.65,24420.65,24433.85,1256,80,0
2025-09-26 19:40:00+00:00,24433.65,24455.35,24429.85,24449.65,1250,80,0
2025-09-26 19:45:00+00:00,24448.55,24453.65,24435.15,24446.65,1263,80,0
2025-09-26 19:50:00+00:00,24446.85,24463.55,24443.35,24456.15,1212,80,0
2025-09-26 19:55:00+00:00,24455.85,24475.05,24447.65,24466.65,1202,80,0
2025-09-26 20:00:00+00:00,24466.35,24471.75,24459.65,24463.05,1273,80,0
2025-09-26 20:05:00+00:00,24462.85,24474.35,24459.75,24473.85,1126,80,0
2025-09-26 20:10:00+00:00,24473.75,24487.85,24473.65,24482.85,1010,80,0
2025-09-26 20:15:00+00:00,24482.75,24484.65,24472.25,24474.35,1004,80,0
2025-09-26 20:20:00+00:00,24474.15,24479.15,24466.25,24479.15,1044,80,0
2025-09-26 20:25:00+00:00,24479.35,24492.35,24475.15,24484.65,1020,80,0
2025-09-26 20:30:00+00:00,24484.75,24485.65,24472.85,24481.85,1048,80,0
2025-09-26 20:35:00+00:00,24481.65,24488.75,24474.15,24476.55,1014,80,0
2025-09-26 20:40:00+00:00,24476.35,24482.85,24467.15,24474.35,1087,80,0
2025-09-26 20:45:00+00:00,24475.35,24475.35,24463.25,24466.25,1046,80,0
2025-09-26 20:50:00+00:00,24466.15,24467.05,24449.35,24451.85,965,80,0
2025-09-26 20:55:00+00:00,24451.65,24467.85,24440.85,24467.55,1140,80,0
2025-09-26 21:00:00+00:00,24467.35,24486.35,24464.65,24479.85,1037,80,0
2025-09-26 21:05:00+00:00,24479.35,24480.15,24453.25,24453.65,1159,80,0
2025-09-26 21:10:00+00:00,24453.35,24468.65,24447.65,24467.85,1029,80,0
2025-09-26 21:15:00+00:00,24467.65,24484.85,24466.85,24475.15,1058,80,0
2025-09-26 21:20:00+00:00,24474.85,24494.35,24469.85,24493.85,985,80,0
2025-09-26 21:25:00+00:00,24494.05,24505.05,24483.75,24491.15,1059,80,0
2025-09-26 21:30:00+00:00,24491.35,24496.35,24486.65,24492.55,989,80,0
2025-09-26 21:35:00+00:00,24492.15,24505.35,24491.15,24501.35,933,80,0
2025-09-26 21:40:00+00:00,24502.15,24512.65,24498.85,24500.15,1042,80,0
2025-09-26 21:45:00+00:00,24499.65,24502.65,24479.45,24494.35,1183,80,0
2025-09-26 21:50:00+00:00,24494.75,24494.75,24483.45,24486.35,1030,80,0
2025-09-26 21:55:00+00:00,24486.05,24502.25,24485.95,24499.05,912,80,0
2025-09-26 22:00:00+00:00,24498.05,24503.35,24490.95,24495.85,929,80,0
2025-09-26 22:05:00+00:00,24496.05,24502.25,24483.85,24486.85,993,80,0
2025-09-26 22:10:00+00:00,24487.85,24494.85,24483.55,24487.35,1006,80,0
2025-09-26 22:15:00+00:00,24487.25,24498.55,24480.85,24496.05,1025,80,0
2025-09-26 22:20:00+00:00,24495.35,24504.35,24489.65,24499.45,873,80,0
2025-09-26 22:25:00+00:00,24499.95,24507.95,24497.15,24498.05,881,80,0
2025-09-26 22:30:00+00:00,24498.45,24498.45,24489.05,24489.95,923,80,0
