datetime,open,high,low,close,volume,spread,real_volume
2024-09-11 09:15:00+03:00,18735.55,18763.55,18735.55,18758.35,1841,230,0
2024-09-11 09:30:00+03:00,18758.35,18776.15,18757.25,18764.15,1596,210,0
2024-09-11 09:45:00+03:00,18763.65,18770.05,18755.85,18759.75,1407,200,0
2024-09-11 10:00:00+03:00,18759.65,18780.75,18757.05,18771.25,2291,230,0
2024-09-11 10:15:00+03:00,18771.05,18796.85,18765.15,18772.85,2297,230,0
2024-09-11 10:30:00+03:00,18773.35,18784.25,18768.25,18772.15,2009,230,0
2024-09-11 10:45:00+03:00,18771.55,18795.85,18765.05,18793.85,1931,230,0
2024-09-11 11:00:00+03:00,18792.65,18793.15,18767.75,18772.15,2308,230,0
2024-09-11 11:15:00+03:00,18773.35,18795.15,18767.65,18790.25,1904,230,0
2024-09-11 11:30:00+03:00,18790.25,18791.65,18741.45,18743.65,2381,220,0
2024-09-11 11:45:00+03:00,18743.45,18760.75,18736.95,18747.75,2065,230,0
2024-09-11 12:00:00+03:00,18747.85,18772.65,18745.15,18769.75,1806,220,0
2024-09-11 12:15:00+03:00,18768.95,18768.95,18739.85,18757.75,1735,230,0
2024-09-11 12:30:00+03:00,18757.35,18772.05,18756.25,18761.75,1611,190,0
2024-09-11 12:45:00+03:00,18761.25,18784.95,18751.15,18779.95,1615,200,0
2024-09-11 13:00:00+03:00,18779.25,18787.95,18769.85,18781.15,1749,210,0
2024-09-11 13:15:00+03:00,18780.85,18786.15,18761.25,18768.25,1643,210,0
2024-09-11 13:30:00+03:00,18767.75,18781.95,18765.75,18778.95,1384,220,0
2024-09-11 13:45:00+03:00,18779.05,18783.35,18771.95,18776.25,1219,170,0
2024-09-11 14:00:00+03:00,18776.45,18788.25,18765.25,18783.65,1798,220,0
2024-09-11 14:15:00+03:00,18784.15,18788.15,18776.55,18779.35,1171,200,0
2024-09-11 14:30:00+03:00,18779.45,18811.45,18778.85,18801.85,1533,180,0
2024-09-11 14:45:00+03:00,18802.15,18813.85,18799.85,18808.35,1389,190,0
2024-09-11 15:00:00+03:00,18807.95,18814.95,18794.65,18809.35,1898,200,0
2024-09-11 15:15:00+03:00,18809.65,18830.85,18805.55,18821.64,2072,220,0
2024-09-11 15:30:00+03:00,18821.64,18821.64,18705.35,18753.65,4516,230,0
2024-09-11 15:45:00+03:00,18753.85,18847.85,18753.15,18833.85,4038,230,0
2024-09-11 16:00:00+03:00,18832.95,18881.95,18832.95,18870.15,3553,230,0
2024-09-11 16:15:00+03:00,18870.15,18900.05,18864.95,18874.65,3391,230,0
2024-09-11 16:30:00+03:00,18875.55,18879.45,18782.95,18819.85,4879,100,0
2024-09-11 16:45:00+03:00,18819.55,18824.85,18748.35,18766.05,4739,90,0
2024-09-11 17:00:00+03:00,18764.35,18792.05,18671.45,18672.65,4737,90,0
2024-09-11 17:15:00+03:00,18672.45,18676.55,18621.75,18630.95,4866,100,0
2024-09-11 17:30:00+03:00,18631.05,18631.55,18550.35,18562.55,4661,100,0
2024-09-11 17:45:00+03:00,18562.85,18584.25,18523.45,18579.95,4659,100,0
2024-09-11 18:00:00+03:00,18579.35,18668.65,18544.45,18662.75,4490,100,0
2024-09-11 18:15:00+03:00,18662.75,18678.45,18633.25,18664.05,4343,100,0
2024-09-11 18:30:00+03:00,18664.05,18773.85,18655.35,18769.75,4365,90,0
