datetime,open,high,low,close,volume,spread,real_volume
2025-02-19 23:30:00+03:00,22147.64,22150.14,22143.14,22146.84,680,122,0
2025-02-19 23:45:00+03:00,22147.34,22147.34,22144.24,22147.14,217,122,0
2025-02-20 01:00:00+03:00,22153.15,22156.35,22148.25,22154.75,641,110,0
2025-02-20 01:15:00+03:00,22154.95,22156.95,22142.85,22145.95,960,100,0
2025-02-20 01:30:00+03:00,22145.75,22151.45,22143.05,22145.15,765,100,0
2025-02-20 01:45:00+03:00,22145.05,22145.05,22134.15,22139.95,943,100,0
2025-02-20 02:00:00+03:00,22139.95,22142.75,22127.15,22139.05,1153,100,0
2025-02-20 02:15:00+03:00,22138.95,22139.05,22123.35,22128.75,976,100,0
2025-02-20 02:30:00+03:00,22128.85,22139.75,22121.95,22136.05,1129,100,0
2025-02-20 02:45:00+03:00,22136.15,22150.65,22134.75,22149.95,922,100,0
2025-02-20 03:00:00+03:00,22149.55,22151.35,22127.95,22130.75,1187,100,0
2025-02-20 03:15:00+03:00,22130.65,22134.05,22102.85,22114.95,1468,100,0
2025-02-20 03:30:00+03:00,22114.95,22115.15,22094.55,22101.15,2019,110,0
2025-02-20 03:45:00+03:00,22101.15,22101.75,22085.65,22091.95,1716,110,0
2025-02-20 04:00:00+03:00,22091.65,22109.75,22080.25,22106.95,1866,110,0
2025-02-20 04:15:00+03:00,22106.85,22108.35,22095.95,22099.45,1397,100,0
2025-02-20 04:30:00+03:00,22099.65,22107.45,22090.75,22101.75,1706,100,0
2025-02-20 04:45:00+03:00,22100.95,22108.45,22095.45,22107.25,1123,100,0
2025-02-20 05:00:00+03:00,22107.25,22108.05,22101.45,22103.65,974,100,0
2025-02-20 05:15:00+03:00,22103.15,22106.55,22096.75,22105.05,849,100,0
2025-02-20 05:30:00+03:00,22105.15,22113.55,22103.65,22111.25,818,100,0
2025-02-20 05:45:00+03:00,22111.05,22111.95,22100.05,22102.65,768,100,0
2025-02-20 06:00:00+03:00,22102.45,22103.05,22085.85,22093.45,946,100,0
2025-02-20 06:15:00+03:00,22093.65,22105.15,22092.95,22104.95,860,100,0
2025-02-20 06:30:00+03:00,22104.75,22104.95,22096.65,22099.75,724,100,0
2025-02-20 06:45:00+03:00,22099.55,22099.65,22094.05,22098.05,689,100,0
2025-02-20 07:00:00+03:00,22097.75,22100.45,22091.15,22099.05,1002,100,0
2025-02-20 07:15:00+03:00,22099.25,22105.25,22098.95,22101.25,842,100,0
2025-02-20 07:30:00+03:00,22101.25,22102.65,22093.95,22097.05,879,100,0
2025-02-20 07:45:00+03:00,22097.05,22097.05,22091.15,22091.45,576,100,0
2025-02-20 08:00:00+03:00,22091.25,22095.15,22080.75,22089.65,1038,100,0
2025-02-20 08:15:00+03:00,22089.75,22089.75,22066.65,22074.85,1456,110,0
2025-02-20 08:30:00+03:00,22075.15,22083.15,22073.65,22078.65,938,100,0
2025-02-20 08:45:00+03:00,22078.55,22085.25,22074.45,22081.75,784,100,0
2025-02-20 09:00:00+03:00,22081.75,22084.35,22063.15,22076.75,1369,100,0
2025-02-20 09:15:00+03:00,22077.25,22086.95,22073.15,22086.75,1166,110,0
2025-02-20 09:30:00+03:00,22086.45,22092.45,22080.45,22083.45,902,100,0
2025-02-20 09:45:00+03:00,22083.55,22083.75,22069.95,22072.15,1240,100,0
2025-02-20 10:00:00+03:00,22072.25,22091.15,22071.45,22086.75,2121,110,0
2025-02-20 10:15:00+03:00,22085.75,22105.65,22077.75,22101.75,1732,110,0
2025-02-20 10:30:00+03:00,22101.85,22105.65,22095.65,22102.35,1442,100,0
2025-02-20 10:45:00+03:00,22102.45,22107.75,22099.45,22105.05,1230,100,0
2025-02-20 11:00:00+03:00,22104.05,22116.65,22097.65,22110.95,1653,100,0
2025-02-20 11:15:00+03:00,22110.95,22116.95,22105.45,22113.45,1313,100,0
2025-02-20 11:30:00+03:00,22113.25,22114.95,22103.35,22109.25,1180,100,0
2025-02-20 11:45:00+03:00,22109.15,22130.25,22107.55,22127.85,1082,100,0
2025-02-20 12:00:00+03:00,22127.65,22142.15,22125.75,22131.55,1309,100,0
