datetime,open,close,high,low,volume,NY,atr
2025-05-01 02:40:00+00:00,94923.2,94898.4,94953.43,94827.69,53.79257,,100.6890112676298
2025-05-01 02:45:00+00:00,94898.4,94825.56,94920.99,94817.78,33.39728,,100.86908189137098
2025-05-01 02:50:00+00:00,94825.56,94807.08,94851.27,94755.76,119.76697,,100.48629032770229
2025-05-01 02:55:00+00:00,94807.07,94867.46,94867.46,94772.47,201.48015,,100.09369816143821
2025-05-01 03:00:00+00:00,94867.46,94895.72,94919.54,94865.79,58.44277,,96.78343400704976
2025-05-01 03:05:00+00:00,94895.72,94962.34,94970.21,94895.37,249.29578,,95.21604586368986
2025-05-01 03:10:00+00:00,94962.34,94718.22,95040.3,94705.79,269.85017,,112.30847115914125
2025-05-01 03:15:00+00:00,94718.22,94695.65,94779.4,94695.65,28.93577,,110.26858036205974
2025-05-01 03:20:00+00:00,94695.65,94787.28,94799.69,94688.75,19.96266,,110.31653890762706
2025-05-01 03:25:00+00:00,94787.28,94815.13,94815.14,94787.28,25.52889,,104.42678612851088
2025-05-01 03:30:00+00:00,94815.13,94794.03,94861.89,94750.78,105.21374,,104.904158547903
2025-05-01 03:35:00+00:00,94794.03,94891.22,94935.15,94794.03,61.50512,,107.49100436590959
2025-05-01 03:40:00+00:00,94891.22,94849.32,94901.16,94720.0,262.37232,,112.75307548263059
2025-05-01 03:45:00+00:00,94849.32,94781.57,94849.33,94719.99,36.21975,,113.93785580529959
2025-05-01 03:50:00+00:00,94781.56,94738.3,94808.0,94723.67,28.16527,,111.82300896206402
2025-05-01 03:55:00+00:00,94738.31,94782.6,94791.82,94738.3,12.14545,,107.65850832191688
2025-05-01 04:00:00+00:00,94782.6,94794.72,94826.09,94750.18,18.68557,,105.3907577274945
2025-05-01 04:05:00+00:00,94795.02,94841.06,94856.11,94795.02,21.45895,,102.24784646124486
2025-05-01 04:10:00+00:00,94841.06,94831.01,94891.07,94800.9,20.4389,,101.38514314258543
2025-05-01 04:15:00+00:00,94831.0,94732.81,94839.79,94732.81,24.28991,,101.78477577525761
2025-05-01 04:20:00+00:00,94732.81,94825.54,94849.63,94732.81,15.91435,,102.85872036273972
2025-05-01 04:25:00+00:00,94825.53,94740.01,94825.53,94740.0,15.49156,,101.62166890825786
2025-05-01 04:30:00+00:00,94740.01,94782.61,94782.61,94714.38,13.37477,,99.23654970052486
2025-05-01 04:35:00+00:00,94782.61,94751.91,94797.5,94740.0,13.3755,,96.2553675790588
2025-05-01 04:40:00+00:00,94751.91,94816.02,94819.83,94751.91,55.14511,,94.23141275198304
2025-05-01 04:45:00+00:00,94816.02,94866.61,94866.62,94816.01,13.13342,,91.11559755541286
2025-05-01 04:50:00+00:00,94866.62,94863.76,94866.62,94846.5,14.20868,,86.04448344431161
2025-05-01 04:55:00+00:00,94863.76,94860.51,94934.99,94860.5,33.47575,,85.21916319828972
2025-05-01 05:00:00+00:00,94860.51,94855.99,94949.6,94840.38,23.58695,,86.93350868412624
2025-05-01 05:05:00+00:00,94856.0,94907.76,94946.14,94842.28,71.98621,,88.14254377811726
2025-05-01 05:10:00+00:00,94907.75,94966.99,94967.0,94907.75,20.69504,,86.07879065110887
2025-05-01 05:15:00+00:00,94967.0,94876.5,94980.0,94876.5,33.98957,,87.32316274745824
2025-05-01 05:20:00+00:00,94876.51,94920.4,94922.67,94876.5,26.50899,,84.38365112263968
2025-05-01 05:25:00+00:00,94920.39,94905.37,94920.39,94869.56,18.1233,,81.98767604245087
2025-05-01 05:30:00+00:00,94905.38,94939.02,94939.64,94860.67,25.27841,,81.77212775370447
2025-05-01 05:35:00+00:00,94939.03,95011.61,95041.04,94939.02,103.92316,,83.21840434272482
2025-05-01 05:40:00+00:00,95011.61,95114.46,95150.0,95002.09,147.12387,,87.839232603959
2025-05-01 05:45:00+00:00,95114.47,95058.47,95178.11,95048.0,120.16671,,90.85857313224768
2025-05-01 05:50:00+00:00,95058.48,95095.86,95157.03,95058.47,53.10807,,91.40867505137268
2025-05-01 05:55:00+00:00,95095.85,95147.96,95165.0,95068.43,32.56115,,91.77734111913227
2025-05-01 06:00:00+00:00,95147.97,95093.43,95180.0,95093.42,39.1569,,91.4061024677658
2025-05-01 06:05:00+00:00,95093.43,95065.04,95093.43,95034.11,71.91934,,89.114238005782
2025-05-01 06:10:00+00:00,95065.04,95069.21,95099.31,95034.11,35.51574,,87.40607814822593
2025-05-01 06:15:00+00:00,95069.21,95031.53,95107.24,95010.31,60.70439,,88.08635828049604
2025-05-01 06:20:00+00:00,95031.53,95017.99,95031.54,95000.0,32.15495,,84.04733268903158
2025-05-01 06:25:00+00:00,95017.99,95012.75,95025.39,95000.0,23.54628,,79.85752321124356
2025-05-01 06:30:00+00:00,95012.74,94986.2,95025.39,94930.51,49.03069,,80.93055726758364
2025-05-01 06:35:00+00:00,94986.2,94956.99,95014.36,94956.98,39.04853,,79.2483746056137
2025-05-01 06:40:00+00:00,94956.98,94873.66,94956.99,94840.0,48.08671,,81.94420499092737
2025-05-01 06:45:00+00:00,94873.67,94829.49,94873.67,94806.23,24.36552,,80.90819034871845
2025-05-01 06:50:00+00:00,94829.49,94879.9,94900.0,94829.49,27.00452,,80.16546246666677
2025-05-01 06:55:00+00:00,94879.9,94888.85,94908.9,94858.44,16.88134,,78.04364371904714
2025-05-01 07:00:00+00:00,94888.85,94868.22,94888.85,94800.0,18.8741,,78.8155263105442
2025-05-01 07:05:00+00:00,94868.23,94956.52,94958.93,94868.22,38.84386,,79.66513157407618
2025-05-01 07:10:00+00:00,94956.52,94982.65,94982.66,94935.43,12.44255,,77.34833646164292
2025-05-01 07:15:00+00:00,94982.65,94936.72,94998.0,94936.72,32.74284,,76.20059814295405
2025-05-01 07:20:00+00:00,94936.72,95005.47,95013.6,94936.72,19.3371,,76.24912684702909
2025-05-01 07:25:00+00:00,95005.46,94988.21,95016.72,94988.21,14.66321,,72.83918921509806
2025-05-01 07:30:00+00:00,94988.2,95020.73,95020.73,94976.0,58.23716,,70.8313899854479
2025-05-01 07:35:00+00:00,95020.72,95043.46,95043.48,95020.72,23.09477,,67.39771927220124
2025-05-01 07:40:00+00:00,95043.46,95042.51,95049.06,95042.5,33.22927,,63.05216789561528
2025-05-01 07:45:00+00:00,95042.5,95049.99,95050.0,95033.71,20.63197,,59.71201304592802
2025-05-01 07:50:00+00:00,95049.99,95033.71,95130.01,95004.0,194.19138,,64.44758354264707
2025-05-01 07:55:00+00:00,95033.71,95025.84,95044.96,95025.84,10.60183,,61.209899003887266
2025-05-01 08:00:00+00:00,95025.84,94961.79,95086.64,94955.0,41.19166,,66.24062050360956
2025-05-01 08:05:00+00:00,94961.79,94934.57,94961.81,94913.04,25.56512,,64.99271903906632
2025-05-01 08:10:00+00:00,94934.57,95017.31,95023.75,94934.56,13.14038,,66.72109625056174
2025-05-01 08:15:00+00:00,95017.31,95136.32,95143.83,95017.31,66.64568,,70.99244651837905
2025-05-01 08:20:00+00:00,95136.32,95130.04,95151.17,95130.03,43.66336,,67.43155748135193
2025-05-01 08:25:00+00:00,95130.03,95149.99,95150.0,95095.24,36.13119,,66.52644623268357
2025-05-01 08:30:00+00:00,95150.0,95149.99,95155.0,95086.95,27.23579,,66.63527150177781
2025-05-01 08:35:00+00:00,95149.99,95086.96,95150.0,95086.95,42.54275,,66.37918068022246
2025-05-01 08:40:00+00:00,95086.96,95095.87,95107.91,95080.0,11.6098,,63.63138206020682
2025-05-01 08:45:00+00:00,95095.88,95130.71,95147.68,95095.87,28.56443,,62.786997627334735
2025-05-01 08:50:00+00:00,95130.71,95184.33,95186.0,95130.7,23.08597,,62.25221208252532
2025-05-01 08:55:00+00:00,95184.33,95210.16,95210.16,95184.32,64.18849,,59.65133979091612
2025-05-01 09:00:00+00:00,95210.16,95178.0,95215.28,95168.5,31.64444,,58.73195837727917
2025-05-01 09:05:00+00:00,95177.99,95168.47,95178.0,95168.47,9.67849,,55.217532778902005
2025-05-01 09:10:00+00:00,95168.48,95175.99,95176.0,95140.18,11.67885,,53.83199472326665
2025-05-01 09:15:00+00:00,95175.99,95215.0,95215.0,95175.99,23.5619,,52.77328081446151
2025-05-01 09:20:00+00:00,95215.0,95348.91,95349.89,95214.99,140.50465,,58.63947504199955
2025-05-01 09:25:00+00:00,95343.6,95339.5,95343.63,95299.68,40.00136,,57.96736968185748
2025-05-01 09:30:00+00:00,95339.5,95439.99,95440.0,95298.77,158.00145,,63.91470041886737
2025-05-01 09:35:00+00:00,95440.0,95434.78,95499.0,95417.56,128.44105,,65.16650753180558
2025-05-01 09:40:00+00:00,95434.79,95426.79,95434.79,95392.0,45.58977,,63.56818556524758
2025-05-01 09:45:00+00:00,95426.79,95498.44,95498.44,95426.79,33.47654,,64.14545802487338
2025-05-01 09:50:00+00:00,95498.44,95724.01,95817.78,95498.43,459.76194,,82.37435388023998
2025-05-01 09:55:00+00:00,95724.0,95520.99,95770.72,95518.18,77.50645,,94.52904288879485
2025-05-01 10:00:00+00:00,95520.99,95645.99,95733.15,95520.98,88.77874,,102.93196839673794
2025-05-01 10:05:00+00:00,95645.99,95640.0,95745.0,95640.0,85.9166,,103.07968493982808
2025-05-01 10:10:00+00:00,95640.01,95732.59,95732.59,95611.08,43.95991,,104.39613601555428
2025-05-01 10:15:00+00:00,95732.58,96214.0,96230.0,95732.58,590.10825,,132.4692691573003
2025-05-01 10:20:00+00:00,96214.0,96227.34,96396.31,96124.54,325.80227,,142.41932136035055
2025-05-01 10:25:00+00:00,96227.35,96318.77,96333.0,96227.35,103.9988,,139.7936555488972
2025-05-01 10:30:00+00:00,96318.76,96140.34,96391.31,96113.91,190.80151,,149.62268015254696
2025-05-01 10:35:00+00:00,96140.35,96150.8,96212.29,96074.36,85.10675,,148.7874887130788
2025-05-01 10:40:00+00:00,96150.01,96139.98,96192.83,96076.94,80.42399,,146.437668090716
2025-05-01 10:45:00+00:00,96139.98,95931.5,96148.79,95896.79,91.32977,,153.97783465566485
2025-05-01 10:50:00+00:00,95931.49,96171.78,96171.79,95923.1,116.03383,,160.7429893231165
2025-05-01 10:55:00+00:00,96171.78,96169.01,96191.07,96118.45,63.53668,,154.44849008575173
2025-05-01 11:00:00+00:00,96169.01,96161.86,96250.4,96126.23,122.23771,,152.28574079391223
2025-05-01 11:05:00+00:00,96161.86,96100.44,96170.59,96071.18,103.44236,,148.5089021657759
2025-05-01 11:10:00+00:00,96100.44,96162.99,96170.0,96100.44,35.39168,,142.8696948682203
2025-05-01 11:15:00+00:00,96162.99,96084.0,96191.41,96020.0,64.24872,,144.9082880919191
2025-05-01 11:20:00+00:00,96084.0,95940.85,96096.17,95940.85,64.70391,,145.65198179963863
2025-05-01 11:25:00+00:00,95940.85,95927.49,95952.61,95836.57,74.15559,,143.53684024252112
2025-05-01 11:30:00+00:00,95927.5,95935.05,96049.75,95922.5,69.47429,,142.37349451091248
2025-05-01 11:35:00+00:00,95935.04,96050.0,96050.0,95935.04,50.43612,,140.41538776013348
2025-05-01 11:40:00+00:00,96050.0,96101.99,96156.32,96040.0,41.54739,,138.69428863441016
2025-05-01 11:45:00+00:00,96101.99,96153.12,96179.42,96101.99,63.32855,,134.31826801766607
2025-05-01 11:50:00+00:00,96153.12,96164.31,96239.08,96153.12,72.38036,,130.86410601640466
2025-05-01 11:55:00+00:00,96164.3,96180.01,96223.56,96152.46,26.53059,,126.59524130094655
2025-05-01 12:00:00+00:00,96180.01,96182.16,96229.66,96126.6,60.13362,,124.91415263659306
2025-05-01 12:05:00+00:00,96182.15,96256.0,96256.0,96150.76,50.17959,,123.50885601969392
2025-05-01 12:10:00+00:00,96255.99,96265.62,96334.02,96234.25,114.26564,,121.81322344685894
2025-05-01 12:15:00+00:00,96265.63,96169.99,96288.46,96160.0,37.19453,,122.28799320065518
2025-05-01 12:20:00+00:00,96169.99,96374.01,96381.36,96169.99,130.23531,,128.65099368632232
2025-05-01 12:25:00+00:00,96374.01,96197.61,96407.32,96191.3,51.09582,,134.89163699444245
2025-05-01 12:30:00+00:00,96197.6,96243.48,96298.69,96116.14,71.70591,,138.2958057805539
2025-05-01 12:35:00+00:00,96243.47,96267.98,96300.0,96230.0,57.35233,,133.41753393908579
2025-05-01 12:40:00+00:00,96267.98,96423.61,96463.18,96252.34,111.80276,,138.9477100862937
2025-05-01 12:45:00+00:00,96423.62,96409.99,96434.79,96251.99,78.21758,,142.08001650870048
2025-05-01 12:50:00+00:00,96410.0,96353.48,96410.0,96331.88,28.5011,,137.51144390093583
2025-05-01 12:55:00+00:00,96353.49,96373.2,96380.0,96279.17,31.48881,,134.8913407651548
2025-05-01 13:00:00+00:00,96373.2,96372.87,96403.09,96304.34,49.51272,,132.3098164247866
2025-05-01 13:05:00+00:00,96372.87,96432.0,96440.0,96340.47,31.38897,,129.96840096587317
2025-05-01 13:10:00+00:00,96431.99,96509.65,96509.65,96406.37,101.30672,,128.06208661116787
2025-05-01 13:15:00+00:00,96509.65,96491.38,96531.06,96456.57,91.89893,,124.2355089960838
2025-05-01 13:20:00+00:00,96491.39,96599.99,96734.89,96491.38,184.37793,,132.75511549636315
2025-05-01 13:25:00+00:00,96599.99,96642.0,96659.22,96535.4,89.67094,,132.11689296090913
2025-05-01 13:30:00+00:00,96642.01,96296.08,96650.93,96293.62,233.58865,True,148.20211489227262
2025-05-01 13:35:00+00:00,96296.09,96186.0,96476.57,96151.0,184.23546,True,160.8712495428251
2025-05-01 13:40:00+00:00,96186.0,96163.07,96259.77,95925.23,221.67592,True,173.27616028976675
2025-05-01 13:45:00+00:00,96163.08,96160.37,96256.0,95961.66,127.36157,True,181.92357741192603
2025-05-01 13:50:00+00:00,96160.37,95959.13,96209.6,95901.32,280.39631,True,190.94903616821694
2025-05-01 13:55:00+00:00,95959.12,95809.52,95992.12,95769.66,145.07898,True,193.199819299058
2025-05-01 14:00:00+00:00,95809.52,96041.98,96150.0,95809.52,324.77573,True,203.71983220626785
2025-05-01 14:05:00+00:00,96041.97,96158.35,96240.47,96041.97,258.18879,True,203.34698704867728
2025-05-01 14:10:00+00:00,96158.36,96224.0,96233.43,96000.0,271.34237,True,205.49577368805697
2025-05-01 14:15:00+00:00,96223.99,96311.7,96459.04,96223.99,350.15274,True,207.60678985319493
2025-05-01 14:20:00+00:00,96311.7,96341.13,96394.44,96251.18,218.8185,True,203.01059057796738
2025-05-01 14:25:00+00:00,96341.14,96404.01,96424.0,96284.46,206.13912,True,198.47697696525498
2025-05-01 14:30:00+00:00,96404.01,96357.6,96472.8,96173.91,302.47184,True,205.649335753451
2025-05-01 14:35:00+00:00,96357.59,96547.84,96689.7,96321.58,298.50517,True,217.25438319963274
2025-05-01 14:40:00+00:00,96547.84,96368.0,96611.72,96368.0,94.42353,True,219.14478439965907
2025-05-01 14:45:00+00:00,96368.0,96510.0,96531.99,96328.86,95.67657,True,218.0008712282552
2025-05-01 14:50:00+00:00,96510.0,96609.98,96637.55,96497.39,87.02081,True,212.44080899766578
2025-05-01 14:55:00+00:00,96609.98,96827.99,96908.28,96609.98,260.36306,True,218.57360835497556
2025-05-01 15:00:00+00:00,96828.0,96927.34,96927.34,96751.3,233.75356,True,215.53549347247684
2025-05-01 15:05:00+00:00,96927.34,97014.56,97014.56,96822.85,213.24061,True,213.83367251015648
2025-05-01 15:10:00+00:00,97014.55,97384.98,97421.0,97014.55,557.98021,True,227.59198161657363
2025-05-01 15:15:00+00:00,97384.97,97113.21,97424.02,97100.0,250.32583,True,234.4796972153901
2025-05-01 15:20:00+00:00,97113.21,96994.48,97139.66,96971.23,142.53454,True,229.76186170000565
2025-05-01 15:25:00+00:00,96994.47,97126.0,97200.0,96976.07,154.89993,True,229.34530015000476
2025-05-01 15:30:00+00:00,97125.99,96960.33,97169.59,96960.32,98.20483,True,227.9113501392894
2025-05-01 15:35:00+00:00,96960.33,97133.84,97188.0,96940.72,82.71342,True,229.29482512934007
2025-05-01 15:40:00+00:00,97133.84,97010.46,97198.68,96988.05,79.32717,True,227.9616233343865
2025-05-01 15:45:00+00:00,97010.47,96938.68,97068.0,96911.36,87.81045,True,222.86722166764457
2025-05-01 15:50:00+00:00,96938.68,96912.36,97020.36,96908.45,76.33867,True,214.94170583424165
2025-05-01 15:55:00+00:00,96912.36,96854.3,96912.37,96851.67,91.8186,True,203.92444113179562
2025-05-01 16:00:00+00:00,96854.31,97028.59,97028.59,96854.3,87.45396,True,201.8076953366669
2025-05-01 16:05:00+00:00,97028.58,97149.99,97150.0,96992.07,82.25432,True,198.6735742411902
2025-05-01 16:10:00+00:00,97149.99,97087.3,97150.0,97043.79,67.49116,True,192.0690332239628
2025-05-01 16:15:00+00:00,97087.3,97009.39,97087.3,96880.24,68.0423,True,193.13981656510813
2025-05-01 16:20:00+00:00,97009.39,97061.75,97114.91,97008.88,49.88335,True,186.91768681045747
2025-05-01 16:25:00+00:00,97061.75,97209.54,97214.29,97061.75,91.92942,True,184.4621377525672
2025-05-01 16:30:00+00:00,97209.54,97295.26,97322.5,97166.19,86.78494,True,182.45127077024082
2025-05-01 16:35:00+00:00,97295.25,97326.91,97332.0,97216.29,76.05297,True,177.6840371437955
2025-05-01 16:40:00+00:00,97326.91,97336.0,97367.26,97228.01,89.27675,True,174.93874877638154
2025-05-01 16:45:00+00:00,97335.99,97224.52,97357.38,97220.0,62.09763,True,172.25598100664033
2025-05-01 16:50:00+00:00,97224.51,97096.33,97235.38,97049.63,137.88399,True,173.219839506166
2025-05-01 16:55:00+00:00,97096.34,97007.14,97160.38,96980.3,61.12729,True,173.70985097001144
2025-05-01 17:00:00+00:00,97007.15,97160.38,97178.03,96969.29,80.14803,True,176.21200447215386
2025-05-01 17:05:00+00:00,97160.38,97157.75,97175.67,97103.98,32.18264,True,168.74614700985734
2025-05-01 17:10:00+00:00,97157.74,97102.5,97173.95,97078.36,71.34704,True,163.5207079377244
2025-05-01 17:15:00+00:00,97102.5,97153.35,97216.99,97102.5,67.9259,True,160.0185145136016
2025-05-01 17:20:00+00:00,97153.35,97060.0,97182.54,97060.0,39.56088,True,157.3414777626296
2025-05-01 17:25:00+00:00,97060.0,96873.46,97060.01,96833.33,122.78147,True,162.29422935101272
2025-05-01 17:30:00+00:00,96873.45,96973.74,97003.24,96873.45,47.86102,True,159.9724986830838
2025-05-01 17:35:00+00:00,96973.75,96744.0,96998.76,96738.1,44.20215,True,167.16446306286275
2025-05-01 17:40:00+00:00,96744.01,96577.99,96744.01,96514.24,129.91291,True,171.63628712980037
2025-05-01 17:45:00+00:00,96577.99,96601.02,96667.65,96541.37,66.07625,True,168.39655233481454
2025-05-01 17:50:00+00:00,96601.02,96773.59,96773.59,96601.01,47.87344,True,168.69537002518504
2025-05-01 17:55:00+00:00,96773.59,96794.17,96806.22,96760.35,25.98426,True,159.92212930910006
2025-05-01 18:00:00+00:00,96794.18,96726.85,96860.07,96716.43,54.58471,True,158.75912007273678
2025-05-01 18:05:00+00:00,96726.84,96738.28,96792.0,96726.84,29.98761,True,152.0734686389701
2025-05-01 18:10:00+00:00,96738.28,96602.6,96759.06,96602.6,100.21252,True,152.3867923076145
2025-05-01 18:15:00+00:00,96602.6,96650.01,96650.01,96577.82,59.4344,True,146.6584499999269
2025-05-01 18:20:00+00:00,96650.0,96599.99,96650.0,96524.0,92.80291,True,145.18356071421744
2025-05-01 18:25:00+00:00,96600.0,96484.12,96600.0,96484.12,62.735,True,143.09044923463082
2025-05-01 18:30:00+00:00,96484.12,96622.64,96630.41,96425.22,78.37148,True,147.52613143215737
2025-05-01 18:35:00+00:00,96622.64,96691.61,96693.8,96622.64,37.85691,True,142.0714077584321
2025-05-01 18:40:00+00:00,96691.61,96762.57,96762.57,96659.94,40.60939,True,139.25416434711585
2025-05-01 18:45:00+00:00,96762.57,96908.57,96975.3,96762.56,104.05372,True,144.50315260803652
2025-05-01 18:50:00+00:00,96908.58,96849.06,96943.47,96816.47,55.76118,True,143.25292742174818
2025-05-01 18:55:00+00:00,96849.06,96869.55,96891.18,96809.52,29.37939,True,138.85343260590824
2025-05-01 19:00:00+00:00,96869.56,96769.84,96882.72,96728.77,63.77545,True,139.93175884834315
2025-05-01 19:05:00+00:00,96769.85,96580.0,96769.85,96580.0,38.18369,True,143.49734750203334
2025-05-01 19:10:00+00:00,96580.0,96495.49,96594.67,96480.0,76.59826,True,141.43825125188798
2025-05-01 19:15:00+00:00,96495.49,96602.0,96619.05,96424.44,102.08049,True,145.2362333053246
2025-05-01 19:20:00+00:00,96602.01,96451.73,96622.65,96451.73,48.48011,True,147.07078806922985
2025-05-01 19:25:00+00:00,96451.74,96467.32,96499.59,96429.08,32.1783,True,141.60216034999877
2025-05-01 19:30:00+00:00,96467.33,96619.04,96619.05,96450.26,38.48663,True,143.544148896428
2025-05-01 19:35:00+00:00,96619.04,96642.85,96699.07,96605.12,49.20911,True,140.00170968954112
2025-05-01 19:40:00+00:00,96642.86,96513.16,96650.0,96509.43,27.53752,True,140.0423018545744
2025-05-01 19:45:00+00:00,96513.15,96611.12,96611.12,96488.0,56.92347,True,138.83356600781875
2025-05-01 19:50:00+00:00,96611.12,96646.51,96656.66,96504.0,44.63187,True,139.82116843583194
2025-05-01 19:55:00+00:00,96646.5,96523.26,96646.51,96461.98,140.79423,True,143.01465640470101
2025-05-01 20:00:00+00:00,96523.26,96326.01,96579.37,96312.24,106.06657,True,151.8800380900788
2025-05-01 20:05:00+00:00,96326.01,96565.94,96641.09,96326.01,115.39766,,163.5371782265019
2025-05-01 20:10:00+00:00,96565.94,96724.0,96724.0,96479.38,123.61346,,169.32880835318
2025-05-01 20:15:00+00:00,96724.0,96820.0,96885.77,96723.99,117.35937,,168.7896077565242
2025-05-01 20:20:00+00:00,96820.0,96757.8,96832.0,96725.65,39.70027,,164.32963577391573
2025-05-01 20:25:00+00:00,96757.8,96707.55,96853.52,96707.54,45.31523,,163.01894750435105
2025-05-01 20:30:00+00:00,96707.55,96603.6,96772.0,96552.25,93.88392,,167.07116553975453
2025-05-01 20:35:00+00:00,96603.61,96633.79,96633.8,96520.38,29.19469,,163.23893942977196
2025-05-01 20:40:00+00:00,96633.8,96580.0,96672.9,96580.0,34.3136,,158.2147294705021
2025-05-01 20:45:00+00:00,96580.01,96493.55,96611.12,96493.54,29.38837,,155.31224879403777
2025-05-01 20:50:00+00:00,96493.54,96410.01,96529.68,96382.28,43.93483,,154.74708816589177
2025-05-01 20:55:00+00:00,96410.01,96407.9,96441.39,96340.9,40.22825,,150.87158186832843
2025-05-01 21:00:00+00:00,96407.91,96537.73,96537.74,96390.26,34.62946,,150.62932602059144
2025-05-01 21:05:00+00:00,96537.74,96573.0,96585.14,96537.73,17.27118,,143.25651701912088
2025-05-01 21:10:00+00:00,96572.99,96697.0,96706.35,96572.9,25.22078,,142.55605151775595
2025-05-01 21:15:00+00:00,96697.0,96627.6,96707.55,96622.64,18.86661,,138.43847640934504
2025-05-01 21:20:00+00:00,96627.61,96578.14,96627.61,96567.94,23.82745,,132.81215666582028
2025-05-01 21:25:00+00:00,96578.15,96578.15,96578.15,96578.14,11.03682,,123.32628833254704
2025-05-01 21:30:00+00:00,96578.14,96558.46,96578.15,96558.45,12.43718,,115.92441059450776
2025-05-01 21:35:00+00:00,96558.46,96660.64,96674.61,96490.29,41.40885,,120.80980983775771
2025-05-01 21:40:00+00:00,96660.64,96774.72,96774.73,96626.94,28.79002,,122.73696627791742
2025-05-01 21:45:00+00:00,96774.72,96616.9,96774.73,96580.0,27.08496,,127.87932582949445
2025-05-01 21:50:00+00:00,96616.9,96579.36,96616.91,96579.36,9.06546,,121.42723112738791
2025-05-01 21:55:00+00:00,96579.37,96464.55,96661.83,96464.55,42.70988,,126.84528604686012
2025-05-01 22:00:00+00:00,96464.56,96468.28,96565.94,96416.0,46.21528,,128.49490847208457
2025-05-01 22:05:00+00:00,96468.28,96537.74,96537.74,96435.0,24.42964,,126.65527215265034
2025-05-01 22:10:00+00:00,96537.74,96609.23,96609.23,96528.26,18.13811,,123.39203842746112
2025-05-01 22:15:00+00:00,96609.22,96642.86,96643.08,96582.68,22.13433,,118.89260711121452
2025-05-01 22:20:00+00:00,96642.86,96623.28,96642.86,96611.11,13.28186,,112.66813517469919
2025-05-01 22:25:00+00:00,96623.28,96598.67,96623.28,96549.91,16.23938,,109.8611255193632
2025-05-01 22:30:00+00:00,96598.67,96431.39,96598.67,96411.53,52.92324,,115.38104512512292
2025-05-01 22:35:00+00:00,96431.39,96489.43,96494.65,96375.61,47.39896,,115.64239904475654
2025-05-01 22:40:00+00:00,96489.44,96456.0,96494.49,96436.99,14.1141,,111.48937054155965
2025-05-01 22:45:00+00:00,96456.0,96371.99,96457.3,96369.31,18.48443,,109.81084407430578
